text,label_id,label_text
The failure of a bail bond to recite that the principal appear “for any and all.,7,Invalid sentence
The state’s witnesses G.,7,Invalid sentence
"In Garcia, the amendatory act made a felony",7,Invalid sentence
Appellant strenuously argues that reversible error is reflected by the answer of Officer Williams to the question as to why he,7,Invalid sentence
I agree to the affirmance of the conviction but see no necessity in overruling Giacona v.,7,Invalid sentence
"Appellant concedes that, in charging the offense, such allegation was unnecessary but insists that, since the allegation was made, it became a descriptive averment in the State’s pleading which the State was required to prove under the rule stated in Ewing v.",7,Invalid sentence
We conclude that the court abused his discretion in refusing,7,Invalid sentence
"R. 436, 307 S.W. 2d 948, we held that an unfinished area of a freeway being used by the public in general, though not designated and opened by the city, was a public highway within the meaning of Art. 802 V.A.P.C.",7,Invalid sentence
"Appellant insists that his verified amended answer, in which he challenged the validity of the bond together with his sworn testimony given on the hearing of the verified motion for new",7,Invalid sentence
"J. Roberts, a policeman from the Terrell Hills Police Department, testified, as a witness for the state, that he was first to arrive at the scene of the accident; that he remained there for",7,Invalid sentence
"128; Sethman v. Liberty National Bank of Oklahoma City, Oklahoma, 55 S.W. 2d 644 (Civ. App.) writ dismissed.",7,Invalid sentence
"21, 317 S.W. 2d 737, we held that a by-pass road under construction, closed to through traffic but being used by persons other than the contractor and the Highway Department, was a public road.",7,Invalid sentence
"This case, I think, demonstrates the correctness of the views I expressed in Kinnebrew v.",7,Invalid sentence
"E. Bailey, the witness, communicated this fact to Pat Heddin, the officer, and that it was undisputed that M.",7,Invalid sentence
relates to informal as well as formal bills of exception.,7,Invalid sentence
